Id,SuburbName,SuburbCode,SoldDate,DayOfWeek,DayType,HolidayStatus,SoldStatus,Bed,Bath,Garage,LongTermResidentPercent,RentedResidentPercent,SingleResident,Garden,Pool,Heating,Cooling,AvgDaysOnMarketSuburb,PropertySoldInSuburb,LandSize,BuildYear,NumOfTimesSold,NumOfTimesRented,LastSoldPrice,LastRentedPrice,LastSoldYear,LastRentedYear,MinTemp,MaxTemp,AvgRainfall,DistanceCBD,DistanceRailwayStation,DistanceBusStation,DistanceShoppingMall,DistanceSchool,PriceLowEnd,PriceHighEnd,LandArea,Frontage,Slop,ExternalPricePrediction,SimilarPropertyPrice1,SimilarPropertyPrice2,SalePrice
466,burwood,3125,20140222,WkEnd,SDay,WrkngDy,sold,3,1,1,42,43,65,Y,N,Y,N,108.5,116.5,595,1960,2,0,700000,NA,2014,NA,14.1,19.3,0.6,17.1,0.6,0.3,1.7,2.14,1180000,1580000,606,19.7,GntlyInclnd,1500333,1680000,1600000,700000
616,burwood,3125,20140531,WkEnd,SDay,WrkngDy,sold,3,2,2,69,26,42,Y,N,N,Y,108.5,116.5,312,1996,6,0,470000,NA,2006,NA,7.5,18.9,0,19.3,2,0.1,0.6,2.24,1080000,1430000,312,NA,GntlyInclnd,1268167,1410000,1190000,800000
646,burwood,3125,20141025,WkEnd,SDay,WrkngDy,sold,3,1,4,64,30,50,N,N,Y,N,108.5,116.5,616,1980,1,0,NA,NA,NA,NA,14.1,18.2,0,20.3,1.7,0.8,1.3,1.26,1030000,1360000,611,19,GntlyInclnd,1230167,901000,1160000,800000
729,burwood,3125,20151104,WkDay,WDay,WrkngDy,sold,4,2,2,66,48,68,Y,N,Y,Y,108.5,116.5,252,2015,2,0,772000,NA,2011,NA,10.9,27.2,0,19.4,1.5,0.3,1.7,2.51,985000,1530000,252,NA,NrlyLvl,1070333,1170000,985000,850000
781,burwood,3125,20151219,WkEnd,SDay,WrkngDy,sold,3,1,1,42,45,66,Y,N,N,N,108.5,116.5,430,1960,2,3,166600,395,1999,2011,19.2,41.2,0,16.7,0.3,0.3,1.7,1.54,880000,1170000,428,15.2,GntlyInclnd,1025333,1600000,1480000,860000
824,burwood,3125,20150221,WkEnd,SDay,WrkngDy,sold,4,2,0,56,35,52,N,N,Y,N,108.5,116.5,636,1960,4,0,590000,NA,2008,NA,18.1,36.1,0,20.6,1.2,0.3,0.7,1.43,1080000,1430000,636,16,GntlyInclnd,1392167,1330000,1200000,900000
882,burwood,3125,20170522,WkDay,MDay,WrkngDy,sold,3,2,2,52,39,58,N,N,Y,Y,108.5,116.5,296,2010,1,0,NA,NA,NA,NA,10.4,20.3,0,19.1,0.2,0.2,0.3,2,975000,1290000,925,18.3,ModInclnd,907333,891000,1410000,952000
888,burwood,3125,20150907,WkDay,MDay,WrkngDy,sold,4,2,2,66,48,68,Y,N,Y,Y,108.5,116.5,312,2011,2,0,870000,NA,2011,NA,8.9,13.6,3.6,18.5,1.6,1.8,2.4,2.55,925000,1230000,312,NA,ModInclnd,1032000,1170000,985000,950000
890,burwood,3125,20150711,WkEnd,SDay,WrkngDy,sold,3,1,2,56,35,52,N,N,Y,N,108.5,116.5,593,1950,3,0,278500,NA,2005,NA,10.9,13.1,0.2,20.6,3.2,4.7,3.5,1.46,1030000,1360000,591,16.2,GntlyInclnd,1062667,1160000,1790000,976000
938,burwood,3125,20150713,WkDay,MDay,WrkngDy,sold,3,2,2,43,44,68,Y,N,N,N,108.5,116.5,876,2015,1,0,NA,NA,NA,NA,6.1,12.7,28.4,17.7,0.5,0.2,1.8,1.4,845000,1110000,874,NA,GntlyInclnd,997667,901000,891000,1048000
940,burwood,3125,20150428,WkDay,TuDay,WrkngDy,sold,3,1,0,42,43,65,N,N,N,N,108.5,116.5,600,1979,3,0,72500,NA,1986,NA,10.1,16,1.6,17,0.8,0.2,1.5,2.07,1180000,1580000,600,15.6,GntlyInclnd,1400333,1710000,725000,1090000
969,burwood,3125,20150411,WkEnd,SDay,WrkngDy,sold,3,1,2,56,35,52,Y,N,Y,N,108.5,116.5,591,1955,3,1,1000000,450,2015,2010,11.6,23.7,0,18.7,1.5,0.8,0.9,1.51,1120000,1510000,601,16.8,GntlyInclnd,1138333,1160000,1170000,1000000
971,burwood,3125,20141203,WkDay,WDay,WrkngDy,sold,4,2,2,64,30,50,Y,N,Y,N,108.5,116.5,557,1980,3,0,455000,NA,2005,NA,16.2,23.9,0,20.4,1.8,0.9,1.2,1.27,1120000,1510000,556,15.2,GntlyInclnd,1263333,1400000,1330000,1000000
999,burwood,3125,20151017,WkEnd,SDay,WrkngDy,sold,4,2,2,53,43,59,N,N,N,N,108.5,116.5,536,1964,2,1,553000,360,2012,2009,11.5,20.5,0,17.7,0.9,0.5,2.2,1.11,1060000,1640000,536,18,NrlyLvl,1355167,985000,1400000,1000000
1001,burwood,3125,20150623,WkDay,TuDay,WrkngDy,sold,3,1,0,53,43,59,N,Y,Y,N,108.5,116.5,682,1980,2,0,370000,NA,2004,NA,9.6,17.6,0,19.6,2.1,5.8,2.4,0.93,1080000,1430000,682,16.4,GntlyInclnd,1297833,901000,1240000,1035000
1033,burwood,3125,20150329,WkEnd,SDay,WrkngDy,sold,5,2,2,52,39,58,Y,N,Y,N,108.5,116.5,811,1980,3,1,195000,450,1998,2010,8.5,22.7,0,18.8,0.2,0.2,1.8,2.11,1370000,1830000,816,NA,NrlyLvl,1731000,1170000,1480000,1100000
1034,burwood,3125,20150321,WkEnd,SDay,WrkngDy,sold,3,1,1,42,43,65,N,N,N,N,108.5,116.5,592,1960,2,4,45250,360,1982,2015,11.9,22.7,0,16.9,0.3,0.3,1.5,2.11,1300000,1740000,598,15.6,GntlyInclnd,1353833,1710000,1270000,1100000
1046,burwood,3125,20170624,WkEnd,SDay,WrkngDy,sold,3,1,2,64,15,53,N,N,Y,N,108.5,116.5,650,1950,2,2,560000,390,2009,2015,8.3,12.3,1.4,16.1,0.9,1,0.6,1.17,975000,1290000,651,15.3,GntlyInclnd,1311667,1660000,1270000,1100000
1047,burwood,3125,20170429,WkEnd,SDay,WrkngDy,sold,3,1,1,53,43,59,N,N,Y,N,108.5,116.5,564,1960,1,1,NA,300,NA,2006,14.9,18.1,0.2,17.8,1,0.1,2.1,1.03,1030000,1360000,531,16.1,GntlyInclnd,1263833,901000,1730000,1162000
1058,burwood,3125,20160604,WkEnd,SDay,WrkngDy,sold,3,1,1,51,49,49,Y,N,Y,Y,108.5,116.5,760,1950,1,0,NA,NA,NA,NA,9.8,13.4,6.2,16.9,1.3,0.1,0.9,0.76,1120000,1510000,760,15.4,NrlyLvl,1308333,1450000,1900000,1101000
1059,burwood,3125,20160604,WkEnd,SDay,WrkngDy,sold,3,1,1,48,41,66,N,N,N,N,108.5,116.5,759,1950,1,0,NA,NA,NA,NA,9.8,13.4,6.2,17.8,0.6,0.6,3.7,1.32,901000,1730000,784,NA,NrlyLvl,1187333,901000,891000,1160000
1060,burwood,3125,20151201,WkDay,TuDay,WrkngDy,sold,4,1,1,55,39,43,Y,N,Y,Y,108.5,116.5,725,1930,3,2,157000,430,1994,2016,14.5,24.6,1.8,17,2.8,0.9,1.8,1.01,1120000,1510000,716,15.7,GntlyInclnd,1379250,1420000,1460000,1101000
1063,burwood,3125,20150704,WkEnd,SDay,WrkngDy,sold,3,1,1,42,45,66,N,N,Y,N,108.5,116.5,697,1950,2,2,615000,425,2011,2015,7.3,10.6,0,16.9,0.8,0.6,1.6,1.38,1080000,1430000,699,15.3,GntlyInclnd,1314500,1270000,1340000,1100000
1100,burwood,3125,20160305,WkEnd,SDay,WrkngDy,sold,3,1,2,72,14,37,Y,N,Y,N,108.5,116.5,757,1955,2,0,181000,NA,1998,NA,20.4,23.7,1.2,17.8,0.8,1.4,2,1.52,1240000,1660000,756,17.1,GntlyInclnd,1426667,1450000,1500000,1170000
1102,burwood,3125,20150817,WkDay,MDay,WrkngDy,sold,3,1,1,43,34,52,N,N,N,N,108.5,116.5,585,1980,3,5,100000,370,1995,2010,6.8,12.2,2.4,17.1,0.088,0.088,1.6,1.98,1080000,1430000,585,15.2,NrlyLvl,1208333,1710000,1340000,1100000
1103,burwood,3125,20150605,WkDay,FDay,WrkngDy,sold,3,1,0,42,43,65,N,N,N,N,108.5,116.5,595,1980,1,2,NA,355,NA,2014,7,15,4.2,17.1,0.6,0.3,1.7,2.15,1240000,1660000,600,19.5,GntlyInclnd,1400333,1710000,725000,1200000
1111,burwood,3125,20170224,WkDay,FDay,WrkngDy,sold,3,2,2,72,14,37,Y,N,Y,N,108.5,116.5,743,1981,1,0,NA,NA,NA,NA,15.8,20,1.4,17.5,1.1,1.2,1.5,1.66,1120000,1510000,743,16.9,NrlyLvl,1376667,1450000,749900,1200000
1116,burwood,3125,20160625,WkEnd,SDay,WrkngDy,sold,4,2,2,51,49,49,Y,N,N,N,108.5,116.5,766,1955,4,1,816000,500,2011,2008,5.6,12.7,2,17.3,1.7,0.5,1.2,1.77,1370000,1950000,770,23.1,NrlyLvl,1512500,1610000,1520000,1230000
1129,burwood,3125,20150718,WkEnd,SDay,WrkngDy,sold,3,1,1,56,35,52,N,Y,Y,Y,108.5,116.5,719,1960,2,1,470000,350,2006,2007,6.1,11.5,0.4,18.8,1.6,0.8,0.9,1.54,1180000,1580000,684,20.4,GntlyInclnd,1386833,1160000,1170000,1200000
1135,burwood,3125,20150328,WkEnd,SDay,WrkngDy,sold,3,1,0,66,17,46,N,N,N,N,108.5,116.5,697,1950,2,2,42000,410,1977,2016,12.7,19.1,0,16.4,0.9,0.5,0.9,2.32,1370000,1830000,696,15.2,NrlyLvl,1724333,1710000,1270000,1260000
1136,burwood,3125,20150321,WkEnd,SDay,WrkngDy,sold,3,2,3,65,23,42,Y,N,Y,N,108.5,116.5,660,1940,3,0,802000,NA,2008,NA,11.9,22.7,0,16.1,0.3,0.3,0.6,2.27,1430000,1920000,666,NA,NrlyLvl,1700000,1270000,1570000,1270000
1157,burwood,3125,20170422,WkEnd,SDay,WrkngDy,sold,4,3,2,43,44,68,N,N,Y,N,108.5,116.5,894,2004,1,0,NA,NA,NA,NA,16.9,22.5,4.6,17.8,0.1,0.1,1.9,1.24,1030000,1360000,892,18.1,GntlyInclnd,985667,1200000,1310000,1200000
1175,burwood,3125,20150816,WkEnd,SDay,WrkngDy,sold,4,2,2,52,39,58,N,N,N,N,108.5,116.5,668,1970,1,0,NA,NA,NA,NA,4.7,17,0.2,19.1,0.3,0.3,0.3,2.18,1180000,1580000,670,NA,NrlyLvl,1445000,1170000,1480000,1200000
1176,burwood,3125,20150711,WkEnd,SDay,WrkngDy,sold,3,2,2,52,19,38,Y,N,Y,Y,108.5,116.5,466,2002,2,0,630000,NA,2007,NA,10.9,13.1,0.2,18.7,3.2,0.9,2.3,0.8,1300000,1740000,466,15.1,GntlyInclnd,1400000,1240000,1480000,1250000
1181,burwood,3125,20150321,WkEnd,SDay,WrkngDy,sold,4,2,2,52,19,38,Y,N,Y,Y,108.5,116.5,503,2005,2,2,640000,790,2005,2017,11.9,22.7,0,19.1,1.9,0.3,2.3,0.7,1240000,1660000,503,14.6,NrlyLvl,1441667,1420000,1340000,1220000
1185,burwood,3125,20141002,WkDay,ThDay,WrkngDy,sold,4,3,2,74,5,41,Y,N,Y,N,108.5,116.5,300,2000,3,0,465000,NA,2000,NA,9.6,17.1,0,17.1,2.2,1.3,1.5,2.76,1430000,1920000,302,12.1,NrlyLvl,1015667,1890000,1680000,1200000
1186,burwood,3125,20140905,WkDay,FDay,WrkngDy,sold,4,2,2,58,36,55,Y,N,Y,N,108.5,116.5,676,1950,1,0,NA,NA,NA,NA,4.8,15.1,0,18.8,1.2,0.2,1.1,2.56,1300000,1740000,678,20.2,NrlyLvl,1603333,1170000,965000,1210000
1202,burwood,3125,20150605,WkDay,FDay,WrkngDy,sold,3,1,0,42,43,65,N,N,N,N,108.5,116.5,595,1980,1,2,NA,355,NA,2014,7,15,4.2,17.1,0.6,0.3,1.7,2.15,1240000,1660000,600,19.5,GntlyInclnd,1400333,1710000,725000,1200000
1216,burwood,3125,20160319,WkEnd,SDay,WrkngDy,sold,4,1,1,41,64,76,N,N,Y,Y,108.5,116.5,697,1950,4,0,691800,NA,2013,NA,12,18.8,5.8,17.4,0.8,0.2,2.5,1.36,1370000,1830000,694,15.3,GntlyInclnd,1621333,985000,1300000,1325000
1219,burwood,3125,20151009,WkDay,FDay,WrkngDy,sold,3,1,1,31,62,79,N,N,N,N,108.5,116.5,899,1980,2,0,167000,NA,1989,NA,10.9,29.9,0,18,1.1,0.3,1.9,1.57,1300000,1740000,899,NA,GntlyInclnd,1718333,891000,1410000,1300000
1220,burwood,3125,20150926,WkEnd,SDay,WrkngDy,sold,4,2,2,58,36,55,N,N,Y,Y,108.5,116.5,677,1960,3,1,395000,300,2004,2004,6.6,17.9,0,18.8,1.3,0.3,1.2,2.51,1300000,1740000,677,21.5,NrlyLvl,1475333,1170000,965000,1300000
1222,burwood,3125,20150704,WkEnd,SDay,WrkngDy,sold,3,1,3,55,39,43,N,N,Y,N,108.5,116.5,858,1980,1,0,NA,NA,NA,NA,7.3,10.6,0,17,2.5,0.7,1.7,1.04,1510000,2010000,857,NA,GntlyInclnd,1458333,1240000,1730000,1300000
1223,burwood,3125,20150613,WkEnd,SDay,WrkngDy,sold,3,2,1,41,64,76,N,N,Y,N,108.5,116.5,697,1960,4,0,889000,NA,2014,NA,6,18.2,0,17.1,0.9,0.3,2.4,1.49,1370000,1830000,696,15.2,GntlyInclnd,1614333,1730000,1340000,1300000
1228,burwood,3125,20150314,WkEnd,SDay,WrkngDy,sold,3,1,2,43,44,68,Y,N,Y,N,108.5,116.5,766,1960,1,0,NA,NA,NA,NA,9.4,30.1,0,17.6,0.4,0.8,1.9,1.34,1370000,1830000,766,16.8,NrlyLvl,1724333,1730000,1000000,1300000
1229,burwood,3125,20150313,WkDay,FDay,WrkngDy,sold,4,2,2,74,5,41,N,N,Y,Y,108.5,116.5,492,1997,2,0,115500,NA,1995,NA,14.4,20.4,0,16.8,0.9,0.8,1.3,2.58,1510000,2010000,492,14.8,NrlyLvl,1733333,1680000,1600000,1326000
1237,burwood,3125,20180101,WkDay,MDay,HliDy,sold,4,2,2,52,19,38,N,N,Y,Y,108.5,116.5,505,2006,2,2,655000,650,2006,2012,NA,NA,NA,18.4,3,1.1,2,0.89,1180000,1580000,503,14.1,NrlyLvl,1441667,1420000,1460000,1300000
1246,burwood,3125,20170208,WkDay,WDay,WrkngDy,sold,5,1,4,53,30,64,N,N,N,N,108.5,116.5,595,1950,4,1,673000,140,2010,2011,16.5,36,0,18.5,1.9,0.1,1.6,2.33,1080000,1430000,592,15.1,NrlyLvl,1400333,1200000,1170000,1300000
1247,burwood,3125,20170130,WkDay,MDay,WrkngDy,sold,3,2,2,74,5,41,N,N,N,N,108.5,116.5,585,1960,5,1,580000,280,2008,2006,17.8,30,0,16.5,0.8,0.7,1,2.57,1030000,1360000,588,15.3,GntlyInclnd,1333833,1710000,1270000,1300000
1248,burwood,3125,20161210,WkEnd,SDay,WrkngDy,sold,3,1,2,43,44,68,Y,N,Y,N,108.5,116.5,690,1975,1,0,NA,NA,NA,NA,11.2,18.8,0.2,17.5,0.2,0.9,1.8,1.45,1300000,1740000,674,14.8,NrlyLvl,1292667,1730000,1000000,1342000
1250,burwood,3125,20161203,WkEnd,SDay,WrkngDy,sold,3,1,2,43,34,52,Y,N,Y,N,108.5,116.5,579,1950,3,2,800000,NA,2014,2016,9.9,23.9,0,17,0.1,0.1,1.6,2,1300000,1740000,578,15.1,GntlyInclnd,1353833,1710000,1340000,1300000
1251,burwood,3125,20161203,WkEnd,SDay,WrkngDy,sold,3,1,2,55,39,43,N,N,N,N,108.5,116.5,773,1960,5,0,1265000,NA,2015,NA,9.9,23.9,0,17.1,2.5,0.6,1.9,0.96,1300000,1740000,773,16,NrlyLvl,1426667,1240000,1730000,1300000
1254,burwood,3125,20160604,WkEnd,SDay,WrkngDy,sold,3,1,1,43,34,52,N,N,N,N,108.5,116.5,669,1950,3,1,458000,450,2007,2012,9.8,13.4,6.2,16.7,0.6,6.7,7.6,1.74,1300000,1740000,669,18.3,GntlyInclnd,1405500,1710000,1730000,1300000
1255,burwood,3125,20151107,WkEnd,SDay,WrkngDy,sold,4,2,1,58,36,55,Y,N,N,N,108.5,116.5,877,1980,2,1,1388000,455,2015,2017,11.9,16.8,1.2,18.5,0.4,0.4,1.3,2.5,1510000,2010000,864,15.2,GntlyInclnd,1746667,1170000,965000,1388000
1257,burwood,3125,20151016,WkDay,FDay,WrkngDy,sold,3,2,3,58,36,55,Y,N,Y,Y,108.5,116.5,714,1999,5,0,521000,NA,2006,NA,17,23.8,0,19,1.4,1.4,0.8,2.53,1300000,1740000,722,NA,NrlyLvl,1515167,891000,1410000,1300000
1258,burwood,3125,20151013,WkDay,TuDay,WrkngDy,sold,3,1,2,51,49,49,Y,Y,N,N,108.5,116.5,836,1958,3,2,710000,530,2009,2014,7.9,17.6,0.4,17.1,1.5,0.3,1.1,1.65,1300000,1740000,833,18.4,GntlyInclnd,1373333,1450000,749900,1300000
1262,burwood,3125,20141015,WkDay,WDay,WrkngDy,sold,4,2,2,66,17,46,Y,Y,N,Y,108.5,116.5,697,1987,4,0,872500,NA,2011,NA,5.9,15.4,0.2,16.6,0.4,0.4,1,2.14,1510000,2010000,689,15.1,NrlyLvl,1612000,1750000,1680000,1300000
1272,burwood,3125,20161112,WkEnd,SDay,WrkngDy,sold,3,1,2,43,44,68,N,N,Y,Y,108.5,116.5,743,1960,5,1,1316666,595,2015,2016,13.2,25.5,2,17.8,0.8,0.3,2.1,1.16,1370000,1830000,733,15,GntlyInclnd,1431167,901000,1240000,1382000
1273,burwood,3125,20160722,WkDay,FDay,WrkngDy,sold,4,2,2,52,19,38,Y,N,Y,N,108.5,116.5,551,2006,2,0,615000,NA,2006,NA,9.2,18.3,7.8,19.1,1.9,0.3,2.4,0.67,1300000,1740000,548,16,NrlyLvl,1400000,1420000,1340000,1300000
1286,burwood,3125,20150321,WkEnd,SDay,WrkngDy,sold,4,2,2,74,5,41,Y,N,Y,Y,108.5,116.5,526,1998,3,3,830000,400,2007,2004,11.9,22.7,0,17,1.4,0.9,1.4,2.7,1510000,2010000,525,17.6,NrlyLvl,1725000,1200000,1170000,1413000
1295,burwood,3125,20170408,WkEnd,SDay,WrkngDy,sold,3,2,3,66,17,46,Y,N,N,N,108.5,116.5,617,1978,1,0,NA,NA,NA,NA,18.6,28.1,0,16.5,0.7,0.6,1,2.51,1300000,1740000,617,16.2,GntlyInclnd,1333833,1710000,1270000,1465500
1297,burwood,3125,20161105,WkEnd,SDay,WrkngDy,sold,3,1,2,59,39,52,N,N,N,N,108.5,116.5,778,1965,5,0,188500,NA,2004,NA,10,16.8,0,17.2,2.1,1.3,1.8,2.6,1370000,1830000,779,NA,GntlyInclnd,1402167,1710000,1270000,1400000
1311,burwood,3125,20170325,WkEnd,SDay,WrkngDy,sold,5,2,2,58,36,55,N,N,N,N,108.5,116.5,666,1950,1,0,NA,NA,NA,NA,15.3,29.7,0,18.5,1.4,0.3,2.4,2.65,1240000,1660000,671,15.4,NrlyLvl,1603333,1170000,1480000,1401000
1327,burwood,3125,20150509,WkEnd,SDay,WrkngDy,sold,4,2,2,65,23,42,Y,N,N,N,108.5,116.5,749,1950,3,2,523500,650,2004,2018,12.8,18.7,0,16.3,0.5,0.4,0.8,2.37,1510000,2010000,762,17.7,NrlyLvl,1679333,2890000,1680000,1600000
1336,burwood,3125,20170520,WkEnd,SDay,WrkngDy,sold,4,1,2,47,48,71,N,N,N,N,108.5,116.5,786,1976,2,1,33750,500,1976,2017,10.2,19.3,0,17.5,0.9,0.4,2.3,1.19,1240000,1660000,786,20.1,GntlyInclnd,1713333,985000,1460000,1579000
1343,burwood,3125,20150810,WkDay,MDay,WrkngDy,sold,3,2,4,57,33,61,Y,N,Y,Y,108.5,116.5,833,1950,4,1,146000,550,1996,2015,8.3,16,0.2,18.3,2,0.4,1.4,2.81,1580000,2120000,830,17,NrlyLvl,1718333,1130000,891000,1550000
2223,ashwood,3147,20151212,WkEnd,SDay,WrkngDy,sold,5,2,2,68,23,42,Y,N,N,N,80.5,58.5,789,1951,2,0,182000,NA,1993,NA,10.1,18.3,2,18.1,1.6,0.5,1.8,2.06,1180000,1580000,786,16.7,GntlyInclnd,1522500,1520000,1520000,1210000
2224,ashwood,3147,20151121,WkEnd,SDay,WrkngDy,sold,4,1,1,55,45,44,Y,Y,N,N,80.5,58.5,773,1980,2,0,525000,NA,2006,NA,12.2,17.5,3.6,16.9,0.8,0.5,0.8,0.98,1240000,1660000,777,15.9,ModInclnd,1383667,1120000,1480000,1211000
2254,ashwood,3147,20170216,WkDay,ThDay,WrkngDy,sold,4,3,2,60,81,68,Y,N,Y,Y,80.5,58.5,373,2015,1,0,NA,NA,NA,NA,14.9,23.6,0,17.7,1.5,0.4,1.5,1.2,1030000,1360000,630,17.2,NrlyLvl,1400033,1080000,1170000,1200000
2255,ashwood,3147,20160803,WkDay,WDay,WrkngDy,sold,5,2,5,73,23,39,Y,Y,Y,Y,80.5,58.5,787,2016,1,0,NA,NA,NA,NA,8.7,12.8,2.8,17.5,0.3,0.7,1.4,0.55,1180000,1580000,787,NA,GntlyInclnd,1458667,1080000,1200000,1200000
2260,ashwood,3147,20140419,WkEnd,SDay,HliDy,sold,4,2,2,72,15,35,Y,N,Y,Y,80.5,58.5,599,2000,3,0,688000,NA,2007,NA,11.8,17,2.2,17.7,2.2,0.7,1.5,1.1,1580000,2120000,599,16.6,GntlyInclnd,1415000,1520000,1580000,1200000
2275,ashburton,3147,20151010,WkEnd,SDay,WrkngDy,sold,3,1,1,73,11,34,N,N,Y,N,31.5,57.5,724,1950,1,3,NA,435,NA,2010,17.5,29.2,0,15.1,0.8,0.2,1.3,0.53,1430000,1920000,721,15.8,NrlyLvl,1740000,1480000,1420000,1390000
2298,ashwood,3147,20150808,WkEnd,SDay,WrkngDy,sold,2,1,2,77,24,42,Y,N,Y,Y,80.5,58.5,731,1960,2,2,120000,440,1996,2018,8.8,12.6,0.4,17.7,1.3,0.9,1.5,0.63,1180000,1580000,710,16.3,NrlyLvl,1335833,1080000,1200000,1300000
2299,ashwood,3147,20150718,WkEnd,SDay,WrkngDy,sold,6,2,2,64,15,32,Y,N,Y,N,80.5,58.5,724,1960,5,0,740000,NA,2009,NA,6.1,11.5,0.4,18.2,1.8,0.8,2.1,1.05,1120000,1510000,722,NA,NrlyLvl,1559167,1080000,1200000,1300000
2302,ashwood,3147,20150611,WkDay,ThDay,WrkngDy,sold,4,2,2,72,15,35,N,N,Y,Y,80.5,58.5,577,2015,2,4,128500,585,1997,2011,5.7,14,nan,17.6,2.3,0.6,1.4,1.09,1510000,2010000,576,16.1,GntlyInclnd,1481667,1520000,1580000,1365000
2324,ashwood,3147,20170515,WkDay,MDay,WrkngDy,sold,3,1,1,60,81,68,N,N,N,N,80.5,58.5,604,1980,1,0,NA,NA,NA,NA,6.3,16.9,0,18,1.5,0.5,1.8,1.38,1030000,1360000,604,NA,GntlyInclnd,1141000,1120000,1120000,1300380
2331,ashwood,3147,20140628,WkEnd,SDay,WrkngDy,sold,4,2,2,68,21,34,Y,N,Y,Y,80.5,58.5,728,1955,3,0,665550,NA,2009,NA,9.7,13.3,0,17.3,1.2,0.2,1.1,1.08,1430000,1920000,736,17.3,NrlyLvl,1512500,650000,1510000,1300000
2360,ashwood,3147,20161217,WkEnd,SDay,WrkngDy,sold,4,2,4,77,24,42,N,N,Y,Y,80.5,58.5,731,1970,1,0,NA,NA,NA,NA,15.1,20.9,0,18,1.3,0.1,1.9,0.59,1300000,1740000,737,16.8,NrlyLvl,1512500,1460000,1420000,1400000
2361,ashwood,3147,20161022,WkEnd,SDay,WrkngDy,sold,4,2,2,68,21,34,Y,N,Y,N,80.5,58.5,728,1980,4,1,380200,700,2003,2017,6.9,13.2,16.4,18.1,1.6,0.6,1.9,1.1,1300000,1740000,728,17.1,GntlyInclnd,1479750,1610000,1520000,1440000
2380,ashwood,3147,20170722,WkEnd,SDay,WrkngDy,sold,4,2,1,73,23,39,N,N,Y,Y,80.5,58.5,804,1965,3,0,166000,NA,1997,NA,5.4,12.4,0,18.1,1.4,0.2,1.8,0.5,1240000,1660000,801,18.4,GntlyInclnd,1477833,1460000,1420000,1450000
2383,ashwood,3147,20170408,WkEnd,SDay,WrkngDy,sold,2,1,2,55,47,51,N,N,N,N,80.5,58.5,803,1950,1,0,NA,NA,NA,NA,18.6,28.1,0,18.3,1.6,0.3,2.1,0.93,1370000,1830000,802,15.2,GntlyInclnd,1263333,1080000,1200000,1495000
2397,ashburton,3147,20170320,WkDay,MDay,WrkngDy,sold,3,1,2,69,20,34,Y,N,Y,Y,31.5,57.5,696,1950,1,0,NA,NA,NA,NA,19.3,28,0,15.6,0.8,0.5,1.4,0.43,1350000,2070000,698,15.2,NrlyLvl,1736667,1420000,1870000,1500000
2398,ashburton,3147,20170318,WkEnd,SDay,WrkngDy,sold,2,1,2,66,16,32,Y,N,N,N,31.5,57.5,696,1975,1,0,NA,NA,NA,NA,12.4,30.8,0,15.3,0.6,0.4,1.8,0.31,1300000,1740000,702,15.4,GntlyInclnd,1793333,1080000,1200000,1500000
2402,ashburton,3147,20161112,WkEnd,SDay,WrkngDy,sold,3,2,3,54,37,46,Y,Y,Y,Y,31.5,57.5,660,1949,1,0,NA,NA,NA,NA,13.2,25.5,2,15.5,0.3,0.3,1.3,0.81,1370000,1830000,676,NA,GntlyInclnd,1636000,1480000,1510000,1500000
2418,ashburton,3147,20141206,WkEnd,SDay,WrkngDy,sold,4,3,2,73,7,32,N,Y,Y,Y,31.5,57.5,500,2004,3,2,835000,320,2012,2011,15.4,22.7,2.6,15.3,1.6,0.3,1.4,0.25,1740000,2330000,883,16.5,NrlyLvl,2021667,1520000,1580000,1500000
2426,ashwood,3147,20161015,WkEnd,SDay,WrkngDy,sold,4,2,1,68,23,42,Y,N,Y,N,80.5,58.5,597,1940,2,0,220000,NA,1997,NA,9.4,24.8,0,18.1,2.3,1,2.1,2.14,1430000,1920000,595,15.3,GntlyInclnd,1475000,1520000,1580000,1500000
2429,ashwood,3147,20160806,WkEnd,SDay,WrkngDy,sold,4,2,2,72,15,35,Y,N,Y,Y,80.5,58.5,620,2000,2,0,157950,NA,1997,NA,5.8,14.4,0,17.5,1.2,0.5,1.3,1.16,1430000,1920000,621,19.3,ModInclnd,1425583,1080000,1200000,1500000
2432,ashwood,3147,20151107,WkEnd,SDay,WrkngDy,sold,4,2,2,72,15,35,Y,N,N,N,80.5,58.5,510,2000,2,3,145000,800,1997,2016,11.9,16.8,1.2,16.9,1.3,0.5,0.7,1.23,1430000,1920000,510,19.9,NrlyLvl,1441667,1520000,1580000,1500000
2433,ashwood,3147,20150926,WkEnd,SDay,WrkngDy,sold,4,2,1,68,23,42,Y,N,N,N,80.5,58.5,743,1950,2,0,572000,NA,2007,NA,6.6,17.9,0,17.4,2,0.3,1.2,0.63,1510000,2010000,741,19.5,NrlyLvl,1512500,1480000,1450000,1512000
2434,ashwood,3147,20150530,WkEnd,SDay,WrkngDy,sold,4,3,2,55,39,43,Y,N,Y,N,80.5,58.5,723,2004,3,0,700000,NA,2012,NA,11,17.3,0,16.3,7,1.7,0.043,1.08,1240000,1660000,723,16.9,GntlyInclnd,1514500,1500000,1170000,1545000
2440,ashburton,3147,20160521,WkEnd,SDay,WrkngDy,sold,3,1,2,67,27,38,N,N,N,N,31.5,57.5,538,1980,1,0,NA,NA,NA,NA,8.1,18.5,0,16.1,0.4,1,2.4,0.44,1430000,1920000,545,15.3,GntlyInclnd,1666667,1900000,1510000,1500000
