880,Station Street,NA,SEVEN,burwood,3125,20171209,WkEnd,SDay,WrkngDy,sold,Hse,4,2,1,53,43,59,N,N,Y,Y,108.5,116.5,746,0,8,0,880000,0,2016,0,12.7,23,0,18.2,1,1.3,4,0.99,0,0,18.8,NrlyLvl,1099333,1460000,1300000,"985000
"
881,Berry Yung Avenue,NA,THREE,burwood,3125,20171202,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,66,48,68,N,N,Y,N,108.5,116.5,274,2012,1,1,0,750,0,2017,14.7,16.4,20.6,18.5,4.2,5.6,0,2.57,0,0,0,ModInclnd,1078333,1170000,1480000,"961000
"
882,Johnston Street,ONE,SEVEN,burwood,3125,20170522,WkDay,MDay,WrkngDy,sold,TwnHse,3,2,2,52,39,58,N,N,Y,Y,108.5,116.5,296,2010,1,0,0,0,0,0,10.4,20.3,0,19.1,0.2,0.2,0.3,2,975000,1290000,18.3,ModInclnd,907333,891000,1410000,"952000
"
883,Judith Street,THREE,NINE,burwood,3125,20170512,WkDay,FDay,WrkngDy,sold,AptFlat,3,3,1,42,45,66,Y,N,Y,Y,108.5,116.5,748,0,0,0,0,0,0,0,5.9,19.5,0,16.8,0.4,0.4,1.4,1.5,0,0,18.1,ModInclnd,0,0,0,"950000
"
885,Farleigh Avenue,TWO,FOUR,burwood,3125,20160507,WkEnd,SDay,WrkngDy,sold,HseTwnHse,3,1,2,57,33,61,Y,N,Y,Y,108.5,116.5,500,2005,4,0,670000,0,2011,0,11.4,25.7,0,18.3,0.1,0.1,2.2,2.95,925000,1230000,0,GntlyInclnd,1016333,840000,916000,"959000
"
886,Morton Road,ONE,THREE,burwood,3125,20160319,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,2,51,49,49,N,N,N,N,108.5,116.5,0,2000,4,2,850000,580,2014,2016,12,18.8,5.8,17.4,1.2,1,1.3,1.75,0,0,0,NA,0,1250000,882000,"965000
"
887,Gracehill Avenue,NA,SIX,burwood,3125,20160206,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,64,30,50,Y,N,Y,N,108.5,116.5,600,1980,4,0,151000,0,1995,0,16.5,32.6,0,20.2,1.6,0.7,1.3,1.18,975000,1290000,16.7,GntlyInclnd,1138333,901000,1730000,"953000
"
888,Berry Yung Avenue,NA,ONE,burwood,3125,20150907,WkDay,MDay,WrkngDy,sold,Hse,4,2,2,66,48,68,Y,N,Y,Y,108.5,116.5,312,2011,2,0,870000,0,2011,0,8.9,13.6,3.6,18.5,1.6,1.8,2.4,2.55,925000,1230000,0,ModInclnd,1032000,1170000,985000,"950000
"
889,Pheasant Street,ONE,TWO,burwood,3125,20150723,WkDay,ThDay,WrkngDy,sold,TwnHse,3,3,2,44,65,62,Y,N,Y,Y,108.5,116.5,287,1999,2,1,788898,630,2011,2016,5.1,16.1,0,18.2,1,0.094,1,1.58,975000,1290000,0,NA,884000,900890,795000,"983000
"
890,Highbury Road,NA,NINE,burwood,3125,20150711,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,56,35,52,N,N,Y,N,108.5,116.5,593,1950,3,0,278500,0,2005,0,10.9,13.1,0.2,20.6,3.2,4.7,3.5,1.46,1030000,1360000,16.2,GntlyInclnd,1062667,1160000,1790000,"976000
"
891,Daniel Street,NA,THREE,burwood,3125,20150418,WkEnd,SDay,WrkngDy,sold,Hse,3,2,2,43,34,52,N,N,N,N,108.5,116.5,578,1950,2,0,984000,0,2015,0,13.5,21.9,3.6,16.7,0.4,0.4,1.3,2.13,725000,1710000,17.0,NrlyLvl,1263833,1710000,1270000,"984000
"
