Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,086338,2013,02,28,,,
IDCJAC0011,086338,2013,03,01,,,
IDCJAC0011,086338,2013,03,02,,,
IDCJAC0011,086338,2013,03,03,,,
IDCJAC0011,086338,2013,03,04,,,
IDCJAC0011,086338,2013,03,05,,,
IDCJAC0011,086338,2013,03,06,,,
IDCJAC0011,086338,2013,03,07,,,
IDCJAC0011,086338,2013,03,08,,,
IDCJAC0011,086338,2013,03,09,,,
IDCJAC0011,086338,2013,03,10,,,
IDCJAC0011,086338,2013,03,11,,,
IDCJAC0011,086338,2013,03,12,,,
IDCJAC0011,086338,2013,03,13,,,
IDCJAC0011,086338,2013,03,14,,,
IDCJAC0011,086338,2013,03,15,,,
IDCJAC0011,086338,2013,03,16,,,
IDCJAC0011,086338,2013,03,17,,,
IDCJAC0011,086338,2013,03,18,,,
IDCJAC0011,086338,2013,03,19,,,
IDCJAC0011,086338,2013,03,20,,,
IDCJAC0011,086338,2013,03,21,,,
IDCJAC0011,086338,2013,03,22,,,
IDCJAC0011,086338,2013,03,23,,,
IDCJAC0011,086338,2013,03,24,,,
IDCJAC0011,086338,2013,03,25,,,
IDCJAC0011,086338,2013,03,26,,,
IDCJAC0011,086338,2013,03,27,,,
IDCJAC0011,086338,2013,03,28,,,
IDCJAC0011,086338,2013,03,29,,,
IDCJAC0011,086338,2013,03,30,,,
IDCJAC0011,086338,2013,03,31,,,
IDCJAC0011,086338,2013,04,01,,,
IDCJAC0011,086338,2013,04,02,,,
IDCJAC0011,086338,2013,04,03,,,
IDCJAC0011,086338,2013,04,04,,,
IDCJAC0011,086338,2013,04,05,,,
IDCJAC0011,086338,2013,04,06,,,
IDCJAC0011,086338,2013,04,07,,,
IDCJAC0011,086338,2013,04,08,,,
IDCJAC0011,086338,2013,04,09,,,
IDCJAC0011,086338,2013,04,10,,,
IDCJAC0011,086338,2013,04,11,,,
IDCJAC0011,086338,2013,04,12,,,
IDCJAC0011,086338,2013,04,13,,,
IDCJAC0011,086338,2013,04,14,,,
IDCJAC0011,086338,2013,04,15,,,
IDCJAC0011,086338,2013,04,16,,,
IDCJAC0011,086338,2013,04,17,,,
IDCJAC0011,086338,2013,04,18,,,
IDCJAC0011,086338,2013,04,19,,,
IDCJAC0011,086338,2013,04,20,,,
IDCJAC0011,086338,2013,04,21,,,
IDCJAC0011,086338,2013,04,22,,,
IDCJAC0011,086338,2013,04,23,,,
IDCJAC0011,086338,2013,04,24,,,
IDCJAC0011,086338,2013,04,25,,,
IDCJAC0011,086338,2013,04,26,,,
IDCJAC0011,086338,2013,04,27,,,
IDCJAC0011,086338,2013,04,28,,,
IDCJAC0011,086338,2013,04,29,,,
IDCJAC0011,086338,2013,04,30,,,
IDCJAC0011,086338,2013,05,01,,,
IDCJAC0011,086338,2013,05,02,,,
IDCJAC0011,086338,2013,05,03,,,
IDCJAC0011,086338,2013,05,04,,,
IDCJAC0011,086338,2013,05,05,,,
IDCJAC0011,086338,2013,05,06,,,
IDCJAC0011,086338,2013,05,07,,,
IDCJAC0011,086338,2013,05,08,,,
IDCJAC0011,086338,2013,05,09,,,
IDCJAC0011,086338,2013,05,10,,,
IDCJAC0011,086338,2013,05,11,,,
IDCJAC0011,086338,2013,05,12,,,
IDCJAC0011,086338,2013,05,13,,,
IDCJAC0011,086338,2013,05,14,,,
IDCJAC0011,086338,2013,05,15,,,
IDCJAC0011,086338,2013,05,16,,,
IDCJAC0011,086338,2013,05,17,,,
IDCJAC0011,086338,2013,05,18,,,
IDCJAC0011,086338,2013,05,19,,,
IDCJAC0011,086338,2013,05,20,,,
IDCJAC0011,086338,2013,05,21,,,
IDCJAC0011,086338,2013,05,22,,,
IDCJAC0011,086338,2013,05,23,,,
IDCJAC0011,086338,2013,05,24,,,
IDCJAC0011,086338,2013,05,25,,,
IDCJAC0011,086338,2013,05,26,,,
IDCJAC0011,086338,2013,05,27,,,
IDCJAC0011,086338,2013,05,28,,,
IDCJAC0011,086338,2013,05,29,,,
IDCJAC0011,086338,2013,05,30,,,
IDCJAC0011,086338,2013,05,31,,,
IDCJAC0011,086338,2013,06,01,,,
IDCJAC0011,086338,2013,06,02,10.4,1,N
IDCJAC0011,086338,2013,06,03,10.7,1,Y
IDCJAC0011,086338,2013,06,04,11.1,1,Y
IDCJAC0011,086338,2013,06,05,11.9,1,Y
IDCJAC0011,086338,2013,06,06,12.6,1,Y
IDCJAC0011,086338,2013,06,07,10.9,1,Y
IDCJAC0011,086338,2013,06,08,5.0,1,Y
IDCJAC0011,086338,2013,06,09,5.3,1,Y
IDCJAC0011,086338,2013,06,10,6.5,1,Y
IDCJAC0011,086338,2013,06,11,10.2,1,Y
IDCJAC0011,086338,2013,06,12,8.7,1,Y
IDCJAC0011,086338,2013,06,13,10.8,1,Y
IDCJAC0011,086338,2013,06,14,11.3,1,Y
IDCJAC0011,086338,2013,06,15,8.2,1,Y
IDCJAC0011,086338,2013,06,16,7.0,1,Y
IDCJAC0011,086338,2013,06,17,6.0,1,Y
IDCJAC0011,086338,2013,06,18,7.9,1,Y
IDCJAC0011,086338,2013,06,19,3.7,1,Y
IDCJAC0011,086338,2013,06,20,2.4,1,Y
IDCJAC0011,086338,2013,06,21,2.9,1,Y
IDCJAC0011,086338,2013,06,22,2.4,1,Y
IDCJAC0011,086338,2013,06,23,1.3,1,Y
IDCJAC0011,086338,2013,06,24,1.8,1,Y
IDCJAC0011,086338,2013,06,25,3.5,1,Y
IDCJAC0011,086338,2013,06,26,2.8,1,Y
IDCJAC0011,086338,2013,06,27,4.6,1,Y
IDCJAC0011,086338,2013,06,28,7.0,1,Y
IDCJAC0011,086338,2013,06,29,6.6,1,Y
IDCJAC0011,086338,2013,06,30,5.2,1,Y
IDCJAC0011,086338,2013,07,01,7.9,1,Y
IDCJAC0011,086338,2013,07,02,12.3,1,Y
IDCJAC0011,086338,2013,07,03,9.5,1,Y
IDCJAC0011,086338,2013,07,04,9.6,1,Y
IDCJAC0011,086338,2013,07,05,9.0,1,Y
IDCJAC0011,086338,2013,07,06,9.8,1,Y
IDCJAC0011,086338,2013,07,07,6.5,1,Y
IDCJAC0011,086338,2013,07,08,4.3,1,Y
IDCJAC0011,086338,2013,07,09,3.0,1,Y
IDCJAC0011,086338,2013,07,10,3.0,1,Y
IDCJAC0011,086338,2013,07,11,4.0,1,Y
IDCJAC0011,086338,2013,07,12,4.9,1,Y
IDCJAC0011,086338,2013,07,13,7.9,1,Y
IDCJAC0011,086338,2013,07,14,11.0,1,Y
IDCJAC0011,086338,2013,07,15,12.3,1,Y
IDCJAC0011,086338,2013,07,16,9.8,1,Y
IDCJAC0011,086338,2013,07,17,10.0,1,Y
IDCJAC0011,086338,2013,07,18,11.0,1,Y
IDCJAC0011,086338,2013,07,19,14.3,1,Y
IDCJAC0011,086338,2013,07,20,7.8,1,Y
IDCJAC0011,086338,2013,07,21,5.5,1,Y
IDCJAC0011,086338,2013,07,22,6.2,1,Y
IDCJAC0011,086338,2013,07,23,8.3,1,Y
IDCJAC0011,086338,2013,07,24,10.3,1,Y
IDCJAC0011,086338,2013,07,25,3.8,1,Y
IDCJAC0011,086338,2013,07,26,7.1,1,Y
IDCJAC0011,086338,2013,07,27,8.8,1,Y
IDCJAC0011,086338,2013,07,28,10.7,1,Y
IDCJAC0011,086338,2013,07,29,12.0,1,Y
IDCJAC0011,086338,2013,07,30,10.1,1,Y
IDCJAC0011,086338,2013,07,31,3.3,1,Y
IDCJAC0011,086338,2013,08,01,5.7,1,Y
IDCJAC0011,086338,2013,08,02,7.6,1,Y
IDCJAC0011,086338,2013,08,03,7.1,1,Y
IDCJAC0011,086338,2013,08,04,7.7,1,Y
IDCJAC0011,086338,2013,08,05,9.6,1,Y
IDCJAC0011,086338,2013,08,06,11.2,1,Y
IDCJAC0011,086338,2013,08,07,6.7,1,Y
IDCJAC0011,086338,2013,08,08,6.5,1,Y
IDCJAC0011,086338,2013,08,09,8.0,1,Y
IDCJAC0011,086338,2013,08,10,9.1,1,Y
IDCJAC0011,086338,2013,08,11,8.3,1,Y
IDCJAC0011,086338,2013,08,12,10.9,1,Y
IDCJAC0011,086338,2013,08,13,7.9,1,Y
IDCJAC0011,086338,2013,08,14,11.2,1,Y
IDCJAC0011,086338,2013,08,15,7.5,1,Y
IDCJAC0011,086338,2013,08,16,10.0,1,Y
IDCJAC0011,086338,2013,08,17,9.1,1,Y
IDCJAC0011,086338,2013,08,18,10.0,1,Y
IDCJAC0011,086338,2013,08,19,7.3,1,Y
IDCJAC0011,086338,2013,08,20,5.5,1,Y
IDCJAC0011,086338,2013,08,21,7.2,1,Y
IDCJAC0011,086338,2013,08,22,9.5,1,Y
IDCJAC0011,086338,2013,08,23,11.3,1,Y
IDCJAC0011,086338,2013,08,24,10.6,1,Y
IDCJAC0011,086338,2013,08,25,11.4,1,Y
IDCJAC0011,086338,2013,08,26,10.5,1,Y
IDCJAC0011,086338,2013,08,27,8.7,1,Y
IDCJAC0011,086338,2013,08,28,10.9,1,Y
IDCJAC0011,086338,2013,08,29,12.4,1,Y
IDCJAC0011,086338,2013,08,30,14.7,1,Y
IDCJAC0011,086338,2013,08,31,10.4,1,Y
IDCJAC0011,086338,2013,09,01,13.7,1,Y
IDCJAC0011,086338,2013,09,02,13.0,1,Y
IDCJAC0011,086338,2013,09,03,10.3,1,Y
IDCJAC0011,086338,2013,09,04,12.6,1,Y
IDCJAC0011,086338,2013,09,05,19.6,1,Y
IDCJAC0011,086338,2013,09,06,10.9,1,Y
IDCJAC0011,086338,2013,09,07,9.8,1,Y
IDCJAC0011,086338,2013,09,08,8.9,1,Y
IDCJAC0011,086338,2013,09,09,11.6,1,Y
IDCJAC0011,086338,2013,09,10,11.7,1,Y
IDCJAC0011,086338,2013,09,11,11.0,1,Y
IDCJAC0011,086338,2013,09,12,8.2,1,Y
IDCJAC0011,086338,2013,09,13,3.6,1,Y
IDCJAC0011,086338,2013,09,14,7.9,1,Y
IDCJAC0011,086338,2013,09,15,10.1,1,Y
IDCJAC0011,086338,2013,09,16,12.8,1,Y
IDCJAC0011,086338,2013,09,17,11.4,1,Y
IDCJAC0011,086338,2013,09,18,12.7,1,Y
IDCJAC0011,086338,2013,09,19,10.4,1,Y
IDCJAC0011,086338,2013,09,20,10.3,1,Y
IDCJAC0011,086338,2013,09,21,6.5,1,Y
IDCJAC0011,086338,2013,09,22,11.8,1,Y
IDCJAC0011,086338,2013,09,23,9.6,1,Y
IDCJAC0011,086338,2013,09,24,13.4,1,Y
IDCJAC0011,086338,2013,09,25,16.3,1,Y
IDCJAC0011,086338,2013,09,26,12.1,1,Y
IDCJAC0011,086338,2013,09,27,7.0,1,Y
IDCJAC0011,086338,2013,09,28,8.3,1,Y
IDCJAC0011,086338,2013,09,29,6.4,1,Y
IDCJAC0011,086338,2013,09,30,14.8,1,Y
IDCJAC0011,086338,2013,10,01,11.3,1,Y
IDCJAC0011,086338,2013,10,02,9.9,1,Y
IDCJAC0011,086338,2013,10,03,8.4,1,Y
IDCJAC0011,086338,2013,10,04,5.8,1,Y
IDCJAC0011,086338,2013,10,05,12.7,1,Y
IDCJAC0011,086338,2013,10,06,13.2,1,Y
IDCJAC0011,086338,2013,10,07,8.9,1,Y
IDCJAC0011,086338,2013,10,08,10.6,1,Y
IDCJAC0011,086338,2013,10,09,12.3,1,Y
IDCJAC0011,086338,2013,10,10,15.4,1,Y
IDCJAC0011,086338,2013,10,11,10.2,1,Y
IDCJAC0011,086338,2013,10,12,10.7,1,Y
IDCJAC0011,086338,2013,10,13,11.1,1,Y
IDCJAC0011,086338,2013,10,14,7.7,1,Y
IDCJAC0011,086338,2013,10,15,9.5,1,Y
IDCJAC0011,086338,2013,10,16,12.5,1,Y
IDCJAC0011,086338,2013,10,17,11.0,1,Y
IDCJAC0011,086338,2013,10,18,7.2,1,Y
IDCJAC0011,086338,2013,10,19,12.4,1,Y
IDCJAC0011,086338,2013,10,20,16.4,1,Y
IDCJAC0011,086338,2013,10,21,14.5,1,Y
IDCJAC0011,086338,2013,10,22,12.2,1,Y
IDCJAC0011,086338,2013,10,23,12.9,1,Y
IDCJAC0011,086338,2013,10,24,7.2,1,Y
IDCJAC0011,086338,2013,10,25,7.9,1,Y
IDCJAC0011,086338,2013,10,26,9.7,1,Y
IDCJAC0011,086338,2013,10,27,10.2,1,Y
IDCJAC0011,086338,2013,10,28,11.3,1,Y
IDCJAC0011,086338,2013,10,29,11.8,1,Y
IDCJAC0011,086338,2013,10,30,11.8,1,Y
IDCJAC0011,086338,2013,10,31,12.0,1,Y
IDCJAC0011,086338,2013,11,01,8.5,1,Y
IDCJAC0011,086338,2013,11,02,12.2,1,Y
IDCJAC0011,086338,2013,11,03,13.4,1,Y
IDCJAC0011,086338,2013,11,04,9.9,1,Y
IDCJAC0011,086338,2013,11,05,8.4,1,Y
IDCJAC0011,086338,2013,11,06,11.1,1,Y
IDCJAC0011,086338,2013,11,07,17.7,1,Y
IDCJAC0011,086338,2013,11,08,14.4,1,Y
IDCJAC0011,086338,2013,11,09,10.3,1,Y
IDCJAC0011,086338,2013,11,10,9.3,1,Y
IDCJAC0011,086338,2013,11,11,9.7,1,Y
IDCJAC0011,086338,2013,11,12,12.6,1,Y
IDCJAC0011,086338,2013,11,13,10.3,1,Y
IDCJAC0011,086338,2013,11,14,11.1,1,Y
IDCJAC0011,086338,2013,11,15,11.5,1,Y
IDCJAC0011,086338,2013,11,16,9.4,1,Y
IDCJAC0011,086338,2013,11,17,8.5,1,Y
IDCJAC0011,086338,2013,11,18,10.3,1,Y
IDCJAC0011,086338,2013,11,19,15.0,1,Y
IDCJAC0011,086338,2013,11,20,14.1,1,Y
IDCJAC0011,086338,2013,11,21,12.1,1,Y
IDCJAC0011,086338,2013,11,22,12.9,1,Y
IDCJAC0011,086338,2013,11,23,13.1,1,Y
IDCJAC0011,086338,2013,11,24,11.7,1,Y
IDCJAC0011,086338,2013,11,25,12.9,1,Y
IDCJAC0011,086338,2013,11,26,10.1,1,Y
IDCJAC0011,086338,2013,11,27,15.0,1,Y
IDCJAC0011,086338,2013,11,28,20.9,1,Y
IDCJAC0011,086338,2013,11,29,12.0,1,Y
IDCJAC0011,086338,2013,11,30,12.1,1,Y
IDCJAC0011,086338,2013,12,01,9.9,1,Y
IDCJAC0011,086338,2013,12,02,16.4,1,Y
IDCJAC0011,086338,2013,12,03,16.3,1,Y
IDCJAC0011,086338,2013,12,04,17.1,1,Y
IDCJAC0011,086338,2013,12,05,10.6,1,Y
IDCJAC0011,086338,2013,12,06,8.2,1,Y
IDCJAC0011,086338,2013,12,07,10.7,1,Y
IDCJAC0011,086338,2013,12,08,14.6,1,Y
IDCJAC0011,086338,2013,12,09,15.8,1,Y
IDCJAC0011,086338,2013,12,10,12.8,1,Y
IDCJAC0011,086338,2013,12,11,13.2,1,Y
IDCJAC0011,086338,2013,12,12,10.6,1,Y
IDCJAC0011,086338,2013,12,13,14.2,1,Y
IDCJAC0011,086338,2013,12,14,14.3,1,Y
IDCJAC0011,086338,2013,12,15,13.7,1,Y
IDCJAC0011,086338,2013,12,16,14.6,1,Y
IDCJAC0011,086338,2013,12,17,14.0,1,Y
IDCJAC0011,086338,2013,12,18,13.8,1,Y
IDCJAC0011,086338,2013,12,19,15.6,1,Y
IDCJAC0011,086338,2013,12,20,19.2,1,Y
IDCJAC0011,086338,2013,12,21,14.9,1,Y
IDCJAC0011,086338,2013,12,22,16.0,1,Y
IDCJAC0011,086338,2013,12,23,14.3,1,Y
IDCJAC0011,086338,2013,12,24,13.3,1,Y
IDCJAC0011,086338,2013,12,25,11.7,1,Y
IDCJAC0011,086338,2013,12,26,16.2,1,Y
IDCJAC0011,086338,2013,12,27,16.4,1,Y
IDCJAC0011,086338,2013,12,28,14.0,1,Y
IDCJAC0011,086338,2013,12,29,13.7,1,Y
IDCJAC0011,086338,2013,12,30,11.7,1,Y
IDCJAC0011,086338,2013,12,31,12.3,1,Y
IDCJAC0011,086338,2014,01,01,15.5,1,Y
IDCJAC0011,086338,2014,01,02,15.0,1,Y
IDCJAC0011,086338,2014,01,03,13.3,1,Y
IDCJAC0011,086338,2014,01,04,13.4,1,Y
IDCJAC0011,086338,2014,01,05,10.3,1,Y
IDCJAC0011,086338,2014,01,06,12.4,1,Y
IDCJAC0011,086338,2014,01,07,14.0,1,Y
IDCJAC0011,086338,2014,01,08,11.7,1,Y
IDCJAC0011,086338,2014,01,09,13.4,1,Y
IDCJAC0011,086338,2014,01,10,18.7,1,Y
IDCJAC0011,086338,2014,01,11,17.3,1,Y
IDCJAC0011,086338,2014,01,12,16.5,1,Y
IDCJAC0011,086338,2014,01,13,13.5,1,Y
IDCJAC0011,086338,2014,01,14,18.2,1,Y
IDCJAC0011,086338,2014,01,15,26.6,1,Y
IDCJAC0011,086338,2014,01,16,24.7,1,Y
IDCJAC0011,086338,2014,01,17,24.4,1,Y
IDCJAC0011,086338,2014,01,18,21.3,1,Y
IDCJAC0011,086338,2014,01,19,16.0,1,Y
IDCJAC0011,086338,2014,01,20,16.6,1,Y
IDCJAC0011,086338,2014,01,21,16.7,1,Y
IDCJAC0011,086338,2014,01,22,16.0,1,Y
IDCJAC0011,086338,2014,01,23,12.1,1,Y
IDCJAC0011,086338,2014,01,24,16.9,1,Y
IDCJAC0011,086338,2014,01,25,15.1,1,Y
IDCJAC0011,086338,2014,01,26,11.8,1,Y
IDCJAC0011,086338,2014,01,27,16.8,1,Y
IDCJAC0011,086338,2014,01,28,23.0,1,Y
IDCJAC0011,086338,2014,01,29,17.9,1,Y
IDCJAC0011,086338,2014,01,30,15.0,1,Y
IDCJAC0011,086338,2014,01,31,18.4,1,Y
IDCJAC0011,086338,2014,02,01,18.1,1,Y
IDCJAC0011,086338,2014,02,02,18.1,1,Y
IDCJAC0011,086338,2014,02,03,21.8,1,Y
IDCJAC0011,086338,2014,02,04,14.2,1,Y
IDCJAC0011,086338,2014,02,05,13.1,1,Y
IDCJAC0011,086338,2014,02,06,16.2,1,Y
IDCJAC0011,086338,2014,02,07,22.4,1,Y
IDCJAC0011,086338,2014,02,08,17.9,1,Y
IDCJAC0011,086338,2014,02,09,21.6,1,Y
IDCJAC0011,086338,2014,02,10,15.3,1,Y
IDCJAC0011,086338,2014,02,11,14.2,1,Y
IDCJAC0011,086338,2014,02,12,16.2,1,Y
IDCJAC0011,086338,2014,02,13,19.0,1,Y
IDCJAC0011,086338,2014,02,14,18.9,1,Y
IDCJAC0011,086338,2014,02,15,20.3,1,Y
IDCJAC0011,086338,2014,02,16,16.7,1,Y
IDCJAC0011,086338,2014,02,17,16.1,1,Y
IDCJAC0011,086338,2014,02,18,14.5,1,Y
IDCJAC0011,086338,2014,02,19,17.2,1,Y
IDCJAC0011,086338,2014,02,20,12.7,1,Y
IDCJAC0011,086338,2014,02,21,13.2,1,Y
IDCJAC0011,086338,2014,02,22,14.1,1,Y
IDCJAC0011,086338,2014,02,23,14.0,1,Y
IDCJAC0011,086338,2014,02,24,13.4,1,Y
IDCJAC0011,086338,2014,02,25,15.0,1,Y
IDCJAC0011,086338,2014,02,26,14.9,1,Y
IDCJAC0011,086338,2014,02,27,14.0,1,Y
IDCJAC0011,086338,2014,02,28,12.3,1,Y
IDCJAC0011,086338,2014,03,01,14.5,1,Y
IDCJAC0011,086338,2014,03,02,16.8,1,Y
IDCJAC0011,086338,2014,03,03,15.3,1,Y
IDCJAC0011,086338,2014,03,04,15.7,1,Y
IDCJAC0011,086338,2014,03,05,18.6,1,Y
IDCJAC0011,086338,2014,03,06,13.0,1,Y
IDCJAC0011,086338,2014,03,07,14.1,1,Y
IDCJAC0011,086338,2014,03,08,14.8,1,Y
IDCJAC0011,086338,2014,03,09,16.4,1,Y
IDCJAC0011,086338,2014,03,10,19.7,1,Y
IDCJAC0011,086338,2014,03,11,18.4,1,Y
IDCJAC0011,086338,2014,03,12,16.1,1,Y
IDCJAC0011,086338,2014,03,13,12.1,1,Y
IDCJAC0011,086338,2014,03,14,13.5,1,Y
IDCJAC0011,086338,2014,03,15,16.6,1,Y
IDCJAC0011,086338,2014,03,16,13.5,1,Y
IDCJAC0011,086338,2014,03,17,14.4,1,Y
IDCJAC0011,086338,2014,03,18,15.2,1,Y
IDCJAC0011,086338,2014,03,19,13.6,1,Y
IDCJAC0011,086338,2014,03,20,10.5,1,Y
IDCJAC0011,086338,2014,03,21,13.3,1,Y
IDCJAC0011,086338,2014,03,22,13.4,1,Y
IDCJAC0011,086338,2014,03,23,14.0,1,Y
IDCJAC0011,086338,2014,03,24,12.0,1,Y
IDCJAC0011,086338,2014,03,25,11.5,1,Y
IDCJAC0011,086338,2014,03,26,13.9,1,Y
IDCJAC0011,086338,2014,03,27,17.0,1,Y
IDCJAC0011,086338,2014,03,28,16.9,1,Y
IDCJAC0011,086338,2014,03,29,12.3,1,Y
IDCJAC0011,086338,2014,03,30,14.3,1,Y
IDCJAC0011,086338,2014,03,31,16.3,1,Y
IDCJAC0011,086338,2014,04,01,17.9,1,Y
IDCJAC0011,086338,2014,04,02,22.2,1,Y
IDCJAC0011,086338,2014,04,03,15.6,1,Y
IDCJAC0011,086338,2014,04,04,14.2,1,Y
IDCJAC0011,086338,2014,04,05,14.8,1,Y
IDCJAC0011,086338,2014,04,06,11.8,1,Y
IDCJAC0011,086338,2014,04,07,13.4,1,Y
IDCJAC0011,086338,2014,04,08,16.6,1,Y
IDCJAC0011,086338,2014,04,09,16.8,1,Y
IDCJAC0011,086338,2014,04,10,16.7,1,Y
IDCJAC0011,086338,2014,04,11,17.2,1,Y
IDCJAC0011,086338,2014,04,12,15.1,1,Y
IDCJAC0011,086338,2014,04,13,11.7,1,Y
IDCJAC0011,086338,2014,04,14,11.7,1,Y
IDCJAC0011,086338,2014,04,15,10.0,1,Y
IDCJAC0011,086338,2014,04,16,9.9,1,Y
IDCJAC0011,086338,2014,04,17,10.9,1,Y
IDCJAC0011,086338,2014,04,18,12.7,1,Y
IDCJAC0011,086338,2014,04,19,11.8,1,Y
IDCJAC0011,086338,2014,04,20,12.5,1,Y
IDCJAC0011,086338,2014,04,21,12.3,1,Y
IDCJAC0011,086338,2014,04,22,13.5,1,Y
IDCJAC0011,086338,2014,04,23,10.9,1,Y
IDCJAC0011,086338,2014,04,24,13.3,1,Y
IDCJAC0011,086338,2014,04,25,6.3,1,Y
IDCJAC0011,086338,2014,04,26,9.6,1,Y
IDCJAC0011,086338,2014,04,27,7.5,1,Y
IDCJAC0011,086338,2014,04,28,6.5,1,Y
IDCJAC0011,086338,2014,04,29,13.9,1,Y
IDCJAC0011,086338,2014,04,30,10.4,1,Y
IDCJAC0011,086338,2014,05,01,6.2,1,Y
IDCJAC0011,086338,2014,05,02,9.6,1,Y
IDCJAC0011,086338,2014,05,03,9.8,1,Y
IDCJAC0011,086338,2014,05,04,8.6,1,Y
IDCJAC0011,086338,2014,05,05,9.8,1,Y
IDCJAC0011,086338,2014,05,06,10.8,1,Y
IDCJAC0011,086338,2014,05,07,8.5,1,Y
IDCJAC0011,086338,2014,05,08,4.1,1,Y
IDCJAC0011,086338,2014,05,09,5.9,1,Y
IDCJAC0011,086338,2014,05,10,12.9,1,Y
IDCJAC0011,086338,2014,05,11,9.6,1,Y
IDCJAC0011,086338,2014,05,12,7.7,1,Y
IDCJAC0011,086338,2014,05,13,7.6,1,Y
IDCJAC0011,086338,2014,05,14,8.6,1,Y
IDCJAC0011,086338,2014,05,15,14.3,1,Y
IDCJAC0011,086338,2014,05,16,16.7,1,Y
IDCJAC0011,086338,2014,05,17,16.5,1,Y
IDCJAC0011,086338,2014,05,18,17.3,1,Y
IDCJAC0011,086338,2014,05,19,17.3,1,Y
IDCJAC0011,086338,2014,05,20,15.0,1,Y
IDCJAC0011,086338,2014,05,21,10.7,1,Y
IDCJAC0011,086338,2014,05,22,12.9,1,Y
IDCJAC0011,086338,2014,05,23,15.2,1,Y
IDCJAC0011,086338,2014,05,24,9.9,1,Y
IDCJAC0011,086338,2014,05,25,12.8,1,Y
IDCJAC0011,086338,2014,05,26,11.8,1,Y
IDCJAC0011,086338,2014,05,27,14.8,1,Y
IDCJAC0011,086338,2014,05,28,13.1,1,Y
IDCJAC0011,086338,2014,05,29,9.3,1,Y
IDCJAC0011,086338,2014,05,30,6.1,1,Y
IDCJAC0011,086338,2014,05,31,7.5,1,Y
IDCJAC0011,086338,2014,06,01,11.3,1,Y
IDCJAC0011,086338,2014,06,02,11.0,1,Y
IDCJAC0011,086338,2014,06,03,12.1,1,Y
IDCJAC0011,086338,2014,06,04,10.7,1,Y
IDCJAC0011,086338,2014,06,05,11.6,1,Y
IDCJAC0011,086338,2014,06,06,8.4,1,Y
IDCJAC0011,086338,2014,06,07,9.5,1,Y
IDCJAC0011,086338,2014,06,08,10.9,1,Y
IDCJAC0011,086338,2014,06,09,5.6,1,Y
IDCJAC0011,086338,2014,06,10,9.1,1,Y
IDCJAC0011,086338,2014,06,11,6.3,1,Y
IDCJAC0011,086338,2014,06,12,8.6,1,Y
