Id,UnitNumber,StreetNumber,SuburbName,SuburbCode,SoldDate,DayOfWeek,DayType,HolidayStatus,SoldStatus,PropertyType,Bed,Bath,Garage,LongTermResidentPercent,RentedResidentPercent,SingleResident,Garden,Pool,Heating,Cooling,AvgDaysOnMarketSuburb,PropertySoldInSuburb,LandSize,BuildYear,NumOfTimesSold,NumOfTimesRented,LastSoldPrice,LastRentedPrice,LastSoldYear,LastRentedYear,MinTemp,MaxTemp,AvgRainfall,DistanceCBD,DistanceRailwayStation,DistanceBusStation,DistanceShoppingMall,DistanceSchool,PriceLowEnd,PriceHighEnd,LandArea,Frontage,Slop,ExternalPricePrediction,SimilarPropertyPrice1,SimilarPropertyPrice2,Price
1028,NA,77,burwood,3125,20150912,WkEnd,SDay,WrkngDy,sold,Hse,4,1,0,42,43,65,N,N,Y,N,108.5,116.5,611,1940,2,0,34000,NA,1979,NA,12.2,21.7,0,17.2,1.1,1.1,7.1,2.19,1120000,1510000,611,15.3,NrlyLvl,1271667,1130000,1710000,1121000
1029,NA,1,burwood,3125,20150725,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,43,34,52,N,N,N,N,108.5,116.5,697,1920,2,1,921000,NA,2014,2018,9.4,13.3,0.8,16.2,0.7,1.2,0.8,1.9,975000,1290000,697,15.2,GntlyInclnd,1562667,1200000,1480000,1125000
1030,NA,9,burwood,3125,20150718,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,56,35,52,N,Y,Y,Y,108.5,116.5,719,1960,2,1,470000,350,2006,2007,6.1,11.5,0.4,18.8,1.6,0.8,0.9,1.54,1180000,1580000,684,20.4,GntlyInclnd,1386833,1160000,1170000,1200000
1031,NA,11,burwood,3125,20150523,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,55,39,43,N,N,Y,N,108.5,116.5,773,1960,1,2,NA,398,NA,2016,10.4,13.3,0,17.1,2.6,0.7,1.8,1.02,1180000,1580000,770,15.8,NrlyLvl,1426667,1240000,1730000,1185000
1032,NA,15,burwood,3125,20150410,WkDay,FDay,WrkngDy,sold,Hse,3,1,0,42,45,66,N,N,N,N,108.5,116.5,697,1950,2,2,10042,480,1995,2017,8.6,18.7,0,16.9,0.7,0.6,1.8,1.44,1080000,1430000,694,15.2,ModInclnd,1544000,1340000,1500000,1105000
1033,NA,4,burwood,3125,20150329,WkEnd,SDay,WrkngDy,sold,Hse,5,2,2,52,39,58,Y,N,Y,N,108.5,116.5,811,1980,3,1,195000,450,1998,2010,8.5,22.7,0,18.8,0.2,0.2,1.8,2.11,1370000,1830000,816,NA,NrlyLvl,1731000,1170000,1480000,1100000
1034,NA,26,burwood,3125,20150321,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,42,43,65,N,N,N,N,108.5,116.5,592,1960,2,4,45250,360,1982,2015,11.9,22.7,0,16.9,0.3,0.3,1.5,2.11,1300000,1740000,598,15.6,GntlyInclnd,1353833,1710000,1270000,1100000
1035,NA,82,burwood,3125,20150317,WkDay,TuDay,WrkngDy,sold,Hse,4,2,2,74,5,41,Y,N,Y,N,108.5,116.5,NA,NA,4,0,967500,NA,2011,NA,13,26.2,0,17,1.1,0.9,1.5,2.68,1430000,1920000,434,13,GntlyInclnd,1530000,1890000,1680000,1151000
1038,NA,5,burwood,3125,20180110,WkDay,WDay,WrkngDy,sold,Hse,4,2,2,69,26,42,N,N,N,N,108.5,116.5,NA,NA,2,0,75000,NA,1994,NA,NA,NA,NA,19.5,2.1,0.2,0.7,2.21,NA,NA,432,NA,NA,1113667,1480000,965000,1170000
1039,NA,4,burwood,3125,20171118,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,64,30,50,Y,N,N,N,108.5,116.5,602,1950,2,0,620000,NA,2010,NA,16.1,28.1,0,20.3,1.7,0.8,1.2,1.22,NA,NA,600,18.6,GntlyInclnd,1143333,901000,1000000,1155000
1040,NA,8,burwood,3125,20171007,WkEnd,SDay,WrkngDy,sold,Hse,4,1,2,56,35,52,N,N,N,N,108.5,116.5,604,1950,4,0,245000,NA,2001,NA,7.2,23.7,0.2,20.8,1.2,0.3,0.5,1.56,NA,NA,603,15.7,NrlyLvl,1270667,1400000,1330000,1200000
1041,NA,5,burwood,3125,20170907,WkDay,ThDay,WrkngDy,sold,Hse,3,2,2,52,19,38,Y,N,Y,N,108.5,116.5,307,2007,2,1,631800,560,2007,2009,7.9,15.2,0.8,19.1,2.2,0.3,2.5,0.7,NA,NA,307,15.4,NrlyLvl,NA,1240000,1500000,1167000
1042,NA,21,burwood,3125,20170822,WkDay,TuDay,WrkngDy,sold,Hse,4,2,5,72,14,37,Y,N,N,N,108.5,116.5,725,1960,1,0,NA,NA,NA,NA,5.7,16.8,1.6,16.7,1,1.2,1.2,1.55,NA,NA,718,18.2,GntlyInclnd,1379250,1610000,1520000,1150000
1043,NA,50,burwood,3125,20170812,WkEnd,SDay,WrkngDy,sold,Hse,3,1,3,64,30,50,Y,N,N,N,108.5,116.5,591,1975,1,0,NA,NA,NA,NA,10.3,17.9,2.8,18.5,1.7,1.7,1.1,1.14,NA,NA,590,NA,ModInclnd,1081667,901000,891000,1170000
1044,2,4,burwood,3125,20170811,WkDay,FDay,WrkngDy,sold,TwnHse,3,2,2,54,35,47,Y,N,Y,N,108.5,116.5,NA,2008,2,0,625000,NA,2009,NA,10.3,16.4,0,16,0.2,0.3,0.6,1.99,NA,NA,1098,29.5,GntlyInclnd,NA,840000,839000,1131500
1045,NA,439,burwood,3125,20170713,WkDay,ThDay,WrkngDy,sold,Hse,3,1,3,51,49,49,N,N,N,N,108.5,116.5,700,1940,2,0,140000,NA,1990,NA,4.8,13.3,0,16.8,1.1,2.7,1.1,0.65,1030000,1360000,692,15.3,GntlyInclnd,1252667,1450000,1900000,1107500
1046,NA,249,burwood,3125,20170624,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,64,15,53,N,N,Y,N,108.5,116.5,650,1950,2,2,560000,390,2009,2015,8.3,12.3,1.4,16.1,0.9,1,0.6,1.17,975000,1290000,651,15.3,GntlyInclnd,1311667,1660000,1270000,1100000
1047,NA,49,burwood,3125,20170429,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,53,43,59,N,N,Y,N,108.5,116.5,564,1960,1,1,NA,300,NA,2006,14.9,18.1,0.2,17.8,1,0.1,2.1,1.03,1030000,1360000,531,16.1,GntlyInclnd,1263833,901000,1730000,1162000
1048,3,3,burwood,3125,20170422,WkEnd,SDay,WrkngDy,sold,TwnHse,4,3,2,43,44,68,N,N,Y,N,108.5,116.5,894,2004,1,0,NA,NA,NA,NA,16.9,22.5,4.6,17.8,0.1,0.1,1.9,1.24,1030000,1360000,892,18.1,GntlyInclnd,985667,1200000,1310000,1200000
1049,1,7,burwood,3125,20170325,WkEnd,SDay,WrkngDy,sold,AptFlat,3,2,2,58,36,55,Y,N,N,N,108.5,116.5,NA,2001,1,0,NA,NA,NA,NA,15.3,29.7,0,18.6,1.3,0.2,2.5,2.69,1080000,1430000,702,15,GntlyInclnd,884000,670000,739000,1195000
1050,NA,2,burwood,3125,20170325,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,56,35,52,Y,N,N,N,108.5,116.5,604,1978,5,2,433000,NA,2006,2017,15.3,29.7,0,25.7,1.1,0.2,0.5,1.59,1030000,1360000,605,15.3,GntlyInclnd,1151667,891000,1160000,1120000
1051,NA,19,burwood,3125,20170325,WkEnd,SDay,WrkngDy,sold,Hse,6,2,2,58,36,55,N,Y,N,N,108.5,116.5,582,1960,1,0,NA,NA,NA,NA,15.3,29.7,0,18.6,0.3,0.3,1.2,2.55,1080000,1430000,582,16.8,GntlyInclnd,1272667,1170000,1480000,1190000
1052,2,35,burwood,3125,20170225,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,1,51,49,49,Y,N,N,N,108.5,116.5,865,2015,1,0,NA,NA,NA,NA,13.7,19.4,0,17.1,1.7,0.4,1,1.74,1030000,1360000,863,17.7,GntlyInclnd,946667,840000,839000,1165000
1053,NA,32,burwood,3125,20170222,WkDay,WDay,WrkngDy,sold,Hse,3,2,1,53,43,59,N,Y,N,N,108.5,116.5,557,1970,4,0,690000,NA,2008,NA,12.8,33.3,0,17.9,0.7,0.3,2.2,NA,1010000,1530000,553,18.5,GntlyInclnd,1202167,901000,1730000,1150000
1054,NA,163,burwood,3125,20170204,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,47,48,71,N,N,Y,N,108.5,116.5,697,1975,1,1,NA,440,NA,2017,14.6,35.9,0,17.2,1.7,6.3,1.9,1.01,1080000,1430000,695,15.1,NrlyLvl,1386833,901000,1240000,1151000
1055,NA,7,burwood,3125,20161022,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,53,30,64,Y,N,Y,N,108.5,116.5,748,1970,4,0,1190000,NA,2016,NA,6.9,13.2,16.4,18.6,1.9,0.2,1.7,NA,1240000,1660000,701,NA,ModInclnd,1402167,1130000,891000,1190000
1056,NA,24,burwood,3125,20160827,WkEnd,SDay,WrkngDy,sold,VacLnd,NA,NA,0,42,43,65,N,N,N,N,108.5,116.5,589,1975,1,0,NA,NA,NA,NA,9.3,16.3,0,17.2,0.6,0.3,1.8,2.18,1180000,1580000,588,15.3,GntlyInclnd,1256667,NA,NA,1170000
1057,NA,36,burwood,3125,20160627,WkDay,MDay,WrkngDy,sold,HseVacLnd,3,1,2,72,14,37,Y,N,Y,Y,108.5,116.5,881,1950,1,0,NA,NA,NA,NA,4.8,10.6,0.2,17.6,1.2,1.2,1.5,1.67,NA,NA,881,21.4,GntlyInclnd,1356667,NA,NA,1195000
1058,NA,1,burwood,3125,20160604,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,51,49,49,Y,N,Y,Y,108.5,116.5,760,1950,1,0,NA,NA,NA,NA,9.8,13.4,6.2,16.9,1.3,0.1,0.9,0.76,1120000,1510000,760,15.4,NrlyLvl,1308333,1450000,1900000,1101000
1059,NA,48,burwood,3125,20160604,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,48,41,66,N,N,N,N,108.5,116.5,759,1950,1,0,NA,NA,NA,NA,9.8,13.4,6.2,17.8,0.6,0.6,3.7,1.32,901000,1730000,784,NA,NrlyLvl,1187333,901000,891000,1160000
1060,NA,20,burwood,3125,20151201,WkDay,TuDay,WrkngDy,sold,Hse,4,1,1,55,39,43,Y,N,Y,Y,108.5,116.5,725,1930,3,2,157000,430,1994,2016,14.5,24.6,1.8,17,2.8,0.9,1.8,1.01,1120000,1510000,716,15.7,GntlyInclnd,1379250,1420000,1460000,1101000
1061,1,3,burwood,3125,20150926,WkEnd,SDay,WrkngDy,sold,TwnHse,4,3,2,53,43,59,Y,N,Y,N,108.5,116.5,NA,2015,1,0,NA,NA,NA,NA,6.6,17.9,0,19.7,1.3,1.3,4.1,0.95,1060000,1640000,762,19.2,GntlyInclnd,913000,985000,1400000,1128800
1062,NA,21,burwood,3125,20150816,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,52,39,58,N,N,N,N,108.5,116.5,668,1970,1,0,NA,NA,NA,NA,4.7,17,0.2,19.1,0.3,0.3,0.3,2.18,1180000,1580000,670,NA,NrlyLvl,1445000,1170000,1480000,1200000
1063,NA,6,burwood,3125,20150704,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,42,45,66,N,N,Y,N,108.5,116.5,697,1950,2,2,615000,425,2011,2015,7.3,10.6,0,16.9,0.8,0.6,1.6,1.38,1080000,1430000,699,15.3,GntlyInclnd,1314500,1270000,1340000,1100000
1064,NA,11,burwood,3125,20150703,WkDay,FDay,WrkngDy,sold,Hse,3,1,1,55,39,43,N,N,N,N,108.5,116.5,702,1950,3,0,1123000,NA,2015,NA,5.9,12,2.6,16.9,2.7,0.8,1.7,1.12,1080000,1430000,NA,NA,NA,NA,1240000,1340000,1123000
1065,NA,111,burwood,3125,20150701,WkDay,WDay,WrkngDy,sold,Hse,4,2,2,74,5,41,N,N,Y,Y,108.5,116.5,416,1956,4,1,590000,415,2009,2009,7.4,15,0,17.2,1,1,1.5,2.65,1450000,2160000,700,15.1,NrlyLvl,1530000,1680000,2150000,1188000
1066,NA,12,burwood,3125,20150622,WkDay,MDay,WrkngDy,sold,TwnHse,4,3,1,42,43,65,N,N,Y,Y,108.5,116.5,NA,NA,0,0,NA,NA,NA,NA,3.6,14.1,0,17,0.7,0.4,1.6,2.23,NA,NA,NA,NA,NA,NA,NA,NA,1192000
1067,NA,3,burwood,3125,20150604,WkDay,ThDay,WrkngDy,sold,Hse,3,2,2,66,17,46,Y,N,N,Y,108.5,116.5,261,2015,2,0,1200000,NA,2015,NA,4.4,11.3,0,16.3,0.7,0.4,0.7,2.28,NA,NA,261,NA,NrlyLvl,NA,1710000,1570000,1200000
1068,NA,13,burwood,3125,20150509,WkEnd,SDay,WrkngDy,sold,AptHse,3,2,1,59,39,52,Y,N,Y,Y,108.5,116.5,547,1993,3,0,390000,NA,2004,NA,12.8,18.7,0,17.2,1,0.6,1.8,2.46,1240000,1660000,547,NA,GntlyInclnd,1353833,1710000,1270000,1133000
1069,NA,113,burwood,3125,20150501,WkDay,FDay,WrkngDy,sold,Hse,4,2,2,74,5,41,Y,N,Y,N,108.5,116.5,283,2014,1,0,NA,NA,NA,NA,7.9,23.1,0,17.2,1,1,1.5,2.68,1080000,1430000,283,NA,GntlyInclnd,NA,NA,NA,1190000
1070,NA,6,burwood,3125,20150221,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,74,5,41,Y,N,Y,Y,108.5,116.5,337,1998,4,0,115000,NA,1997,NA,18.1,36.1,0,16.8,1.8,0.9,1.3,2.77,1300000,1740000,337,14.2,GntlyInclnd,1853333,2890000,1890000,1180000
1071,NA,28,burwood,3125,20141204,WkDay,ThDay,WrkngDy,sold,Hse,3,1,1,64,15,53,N,N,N,N,108.5,116.5,NA,NA,3,3,1110000,300,2014,2014,17.5,25.6,9,16.4,1,0.3,0.9,2.53,1560000,2000000,751,16.6,GntlyInclnd,1630000,2890000,1680000,1110000
1072,NA,12,burwood,3125,20141115,WkEnd,SDay,WrkngDy,sold,Hse,6,3,2,44,65,62,N,N,N,N,108.5,116.5,696,1950,4,0,636400,NA,2007,NA,12.1,17.6,0,18.4,1,1,0.8,1.52,1240000,1660000,700,15.9,GntlyInclnd,1736667,1170000,1480000,1133000
1073,NA,3,burwood,3125,20141108,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,52,39,58,N,N,Y,Y,108.5,116.5,763,1965,3,1,1158000,520,2014,2011,18,34.9,0,19,1.9,0.3,2,1.92,1510000,2010000,740,19.6,GntlyInclnd,1685000,1170000,1200000,1158000
1074,NA,4,burwood,3125,20141020,WkDay,MDay,WrkngDy,sold,Hse,4,3,2,52,19,38,Y,N,Y,Y,108.5,116.5,739,2004,4,0,1150000,NA,2014,NA,10.2,20.7,0,18.6,3,0.6,2.3,0.8,NA,NA,739,NA,GntlyInclnd,1479750,1550000,1460000,1150000
1075,NA,9,burwood,3125,20141002,WkDay,ThDay,WrkngDy,sold,Hse,4,3,2,74,5,41,Y,N,Y,N,108.5,116.5,300,2000,3,0,465000,NA,2000,NA,9.6,17.1,0,17.1,2.2,1.3,1.5,2.76,1430000,1920000,302,12.1,NrlyLvl,1015667,1890000,1680000,1200000
1076,NA,22,burwood,3125,20140823,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,65,23,42,Y,N,Y,Y,108.5,116.5,650,1955,3,0,157000,NA,1993,NA,7.4,20.7,0,16.3,0.2,0.2,0.7,1.31,1370000,1830000,671,15.7,NrlyLvl,1724333,1660000,1710000,1170000
1077,NA,51,burwood,3125,20140726,WkEnd,SDay,WrkngDy,sold,Hse,4,3,2,59,39,52,Y,N,Y,N,108.5,116.5,530,1997,4,0,276667,NA,2009,NA,12.2,14.8,0,17.1,1.2,0.5,1.7,2.49,1370000,1830000,533,15.4,NrlyLvl,1733333,1480000,901000,1115888
1078,NA,56,burwood,3125,20140625,WkDay,WDay,WrkngDy,sold,Hse,4,2,5,59,39,52,Y,N,Y,Y,108.5,116.5,662,1980,3,0,186500,NA,1994,NA,8.8,15.8,7,17.2,1.4,0.6,1.7,2.5,1300000,1740000,662,NA,NrlyLvl,1603333,1680000,1600000,1150000
1079,NA,27,burwood,3125,20140329,WkEnd,SDay,WrkngDy,sold,Hse,3,2,2,52,39,58,Y,N,N,N,108.5,116.5,917,2006,3,4,845000,420,2009,2013,12.3,22.1,0.2,19,0.3,0.3,1.7,2.22,1370000,1830000,919,18.4,GntlyInclnd,1608333,1170000,965000,1109000
1080,NA,3,burwood,3125,20140301,WkEnd,SDay,WrkngDy,sold,Hse,4,3,2,72,14,37,Y,N,Y,Y,108.5,116.5,715,1970,2,1,438000,390,2002,2002,14.5,22.3,0,17.3,1.4,0.7,1.2,1.88,1430000,1920000,716,21.4,NrlyLvl,1514500,1200000,1550000,1125000
1098,NA,15,burwood,3125,20161128,WkDay,MDay,WrkngDy,sold,Hse,3,2,2,56,35,52,Y,N,Y,N,108.5,116.5,634,1998,2,1,222000,430,1998,2017,12.2,19.6,0.2,20.7,1.1,0.3,0.6,1.49,1120000,1510000,635,17,GntlyInclnd,1330167,1160000,720000,1135000
1099,NA,22,burwood,3125,20161015,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,52,39,58,N,N,N,N,108.5,116.5,661,1975,4,0,54600,NA,1983,NA,9.4,24.8,0,19.1,1.2,0.5,2.1,2.26,1180000,1580000,662,15.3,GntlyInclnd,1286833,891000,1410000,1175000
1100,NA,15,burwood,3125,20160305,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,72,14,37,Y,N,Y,N,108.5,116.5,757,1955,2,0,181000,NA,1998,NA,20.4,23.7,1.2,17.8,0.8,1.4,2,1.52,1240000,1660000,756,17.1,GntlyInclnd,1426667,1450000,1500000,1170000
1101,NA,1,burwood,3125,20151118,WkDay,WDay,WrkngDy,sold,Hse,3,1,2,66,48,68,N,N,Y,Y,108.5,116.5,658,1976,4,1,59000,460,1980,2011,14.7,29.5,0,18.9,0.2,0.7,2,2.25,1180000,1580000,661,15.1,NrlyLvl,1286833,901000,891000,1173880
1102,NA,1,burwood,3125,20150817,WkDay,MDay,WrkngDy,sold,Hse,3,1,1,43,34,52,N,N,N,N,108.5,116.5,585,1980,3,5,100000,370,1995,2010,6.8,12.2,2.4,17.1,0.088,0.088,1.6,1.98,1080000,1430000,585,15.2,NrlyLvl,1208333,1710000,1340000,1100000
1103,NA,5,burwood,3125,20150605,WkDay,FDay,WrkngDy,sold,Hse,3,1,0,42,43,65,N,N,N,N,108.5,116.5,595,1980,1,2,NA,355,NA,2014,7,15,4.2,17.1,0.6,0.3,1.7,2.15,1240000,1660000,600,19.5,GntlyInclnd,1400333,1710000,725000,1200000
1104,NA,21,burwood,3125,20150314,WkEnd,SDay,WrkngDy,sold,Hse,3,2,1,53,43,59,N,N,N,Y,108.5,116.5,619,1960,2,0,476055,NA,2007,NA,9.4,30.1,0,17.9,0.9,0.3,2.2,0.97,1180000,1580000,600,16.3,GntlyInclnd,1372167,901000,1240000,1164500
1107,1,19,burwood,3125,20171021,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,2,42,43,65,N,N,Y,Y,108.5,116.5,NA,NA,0,0,NA,NA,NA,NA,11,15.4,0,17.2,1.5,0.3,1.7,2.28,NA,NA,327,15.4,GntlyInclnd,NA,NA,NA,1240000
1108,NA,27,burwood,3125,20170807,WkDay,MDay,WrkngDy,sold,Hse,3,2,2,72,14,37,Y,N,N,N,108.5,116.5,724,1976,3,0,720000,NA,2012,NA,7.7,12.3,4.2,16.7,1,0.6,1.2,1.53,NA,NA,725,18.3,GntlyInclnd,NA,1500000,1270000,1230000
1109,1,8,burwood,3125,20170408,WkEnd,SDay,WrkngDy,sold,TwnHse,3,3,2,65,23,42,Y,N,Y,Y,108.5,116.5,808,2014,1,0,NA,NA,NA,NA,18.6,28.1,0,16,0.5,0.2,0.6,1.29,1080000,1430000,806,NA,GntlyInclnd,NA,882000,770000,1230888
1110,NA,23,burwood,3125,20170404,WkDay,TuDay,WrkngDy,sold,Hse,3,2,2,42,43,65,N,N,Y,Y,108.5,116.5,264,2015,1,0,NA,NA,NA,NA,10,24.4,0,17.1,0.7,0.4,1.7,2.24,1120000,1510000,264,NA,GntlyInclnd,1358833,1710000,725000,1215000
1111,NA,49,burwood,3125,20170224,WkDay,FDay,WrkngDy,sold,Hse,3,2,2,72,14,37,Y,N,Y,N,108.5,116.5,743,1981,1,0,NA,NA,NA,NA,15.8,20,1.4,17.5,1.1,1.2,1.5,1.66,1120000,1510000,743,16.9,NrlyLvl,1376667,1450000,749900,1200000
1112,NA,1,burwood,3125,20161216,WkDay,FDay,WrkngDy,sold,Hse,3,1,1,55,39,43,N,N,N,N,108.5,116.5,662,1980,0,0,NA,NA,NA,NA,9.7,25.5,0,17.2,1.6,1.1,2,1.23,1180000,1580000,662,16.9,NrlyLvl,NA,NA,NA,1300000
1113,NA,6,burwood,3125,20161129,WkDay,TuDay,WrkngDy,sold,Hse,3,1,2,43,34,52,N,N,N,N,108.5,116.5,669,1974,1,0,NA,NA,NA,NA,10.4,20,0.2,16.8,0.6,0.6,7.5,1.78,1240000,1660000,672,18.4,GntlyInclnd,1405500,1710000,1730000,1250000
1114,NA,41,burwood,3125,20161022,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,72,14,37,Y,N,Y,N,108.5,116.5,754,1950,1,0,NA,NA,NA,NA,6.9,13.2,16.4,17.7,0.9,1.1,1.1,1.53,1300000,1740000,755,17.1,GntlyInclnd,1376667,1450000,749900,1265000
1115,NA,50,burwood,3125,20160820,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,72,14,37,N,N,Y,N,108.5,116.5,650,1980,1,0,NA,NA,NA,NA,6.9,13.6,9.4,17.5,1,0.4,1.2,1.55,1240000,1660000,654,17.3,GntlyInclnd,NA,1450000,749900,1235000
1116,NA,46,burwood,3125,20160625,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,51,49,49,Y,N,N,N,108.5,116.5,766,1955,4,1,816000,500,2011,2008,5.6,12.7,2,17.3,1.7,0.5,1.2,1.77,1370000,1950000,770,23.1,NrlyLvl,1512500,1610000,1520000,1230000
1117,NA,46,burwood,3125,20160618,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,64,25,40,Y,Y,N,N,108.5,116.5,697,1950,3,1,793000,450,2010,2007,10,12.7,8.6,17.2,1.8,0.4,1.1,1.82,1240000,1660000,700,15.3,GntlyInclnd,1495000,1520000,1520000,1220000
1118,NA,1,burwood,3125,20160430,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,41,64,76,Y,N,Y,N,108.5,116.5,697,1950,2,0,29000,NA,1975,NA,16.4,24.1,6.2,17.2,0.6,0.1,2.6,1.47,1300000,1740000,699,15.3,NrlyLvl,1386833,1080000,1200000,1262000
1119,NA,17,burwood,3125,20160121,WkDay,ThDay,WrkngDy,sold,Hse,4,2,1,74,5,41,N,N,Y,Y,108.5,116.5,394,2000,2,2,215000,550,1999,2007,19,26.7,0.8,17.1,2.3,1.3,1.6,2.79,1300000,1740000,392,15.6,GntlyInclnd,1680000,2890000,1890000,1260000
1120,NA,58,burwood,3125,20151218,WkDay,FDay,WrkngDy,sold,Hse,4,2,2,58,36,55,Y,N,Y,N,108.5,116.5,467,2016,1,0,NA,NA,NA,NA,19.4,35.4,0,18.9,1.4,1.4,0.8,2.56,1170000,1530000,NA,NA,NA,NA,1170000,1480000,1200000
1121,1,110,burwood,3125,20151208,WkDay,TuDay,WrkngDy,sold,TwnHse,4,2,2,59,39,52,N,N,N,N,108.5,116.5,NA,2013,2,0,250000,NA,2013,NA,20.3,35.4,0.8,17.1,1.5,1,1.6,2.54,813000,1750000,646,15.3,NrlyLvl,1107333,1750000,825000,1210000
1122,NA,21,burwood,3125,20151017,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,31,62,79,Y,N,Y,Y,108.5,116.5,NA,NA,5,0,620000,NA,2007,NA,11.5,20.5,0,16.6,1.1,0.7,1.1,1.56,1240000,1660000,620,NA,NA,NA,1710000,1270000,1200000
1123,NA,47,burwood,3125,20151010,WkEnd,SDay,WrkngDy,sold,Hse,3,1,0,47,48,71,N,N,N,N,108.5,116.5,770,1980,3,0,58000,NA,1983,NA,17.5,29.2,0,17.7,1.1,0.5,2.2,1.05,1300000,1740000,771,18.5,GntlyInclnd,1199333,901000,1730000,1280000
1124,NA,3,burwood,3125,20151009,WkDay,FDay,WrkngDy,sold,Hse,3,1,1,31,62,79,N,N,N,N,108.5,116.5,899,1980,2,0,167000,NA,1989,NA,10.9,29.9,0,18,1.1,0.3,1.9,1.57,1300000,1740000,899,NA,GntlyInclnd,1718333,891000,1410000,1300000
1125,NA,11,burwood,3125,20150926,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,58,36,55,N,N,Y,Y,108.5,116.5,677,1960,3,1,395000,300,2004,2004,6.6,17.9,0,18.8,1.3,0.3,1.2,2.51,1300000,1740000,677,21.5,NrlyLvl,1475333,1170000,965000,1300000
1126,NA,1,burwood,3125,20150905,WkEnd,SDay,WrkngDy,sold,Hse,3,1,0,64,21,45,Y,N,Y,N,108.5,116.5,701,1950,3,0,775000,NA,2012,NA,10.2,14,0,16.1,0.7,0.4,0.7,1.29,1370000,1830000,773,NA,GntlyInclnd,1351667,749900,1740000,1295000
1127,NA,6,burwood,3125,20150807,WkDay,FDay,WrkngDy,sold,Hse,4,2,2,52,19,38,Y,N,Y,N,108.5,116.5,355,2005,2,0,590000,NA,2005,NA,9,13.1,1.4,19,2.1,0.034,2.7,0.49,1180000,1580000,355,NA,GntlyInclnd,1091667,985000,1460000,1241000
1128,NA,1,burwood,3125,20150729,WkDay,WDay,WrkngDy,sold,Hse,4,2,2,52,19,38,Y,N,Y,Y,108.5,116.5,440,2006,1,0,NA,NA,NA,NA,8.4,14,0,18.5,3,0.8,2.2,0.85,1300000,1740000,440,14.1,NrlyLvl,1400033,1420000,1340000,1280000
1129,NA,9,burwood,3125,20150718,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,56,35,52,N,Y,Y,Y,108.5,116.5,719,1960,2,1,470000,350,2006,2007,6.1,11.5,0.4,18.8,1.6,0.8,0.9,1.54,1180000,1580000,684,20.4,GntlyInclnd,1386833,1160000,1170000,1200000
1130,NA,1,burwood,3125,20150718,WkEnd,SDay,WrkngDy,sold,Hse,4,2,3,65,23,42,N,Y,Y,N,108.5,116.5,661,1940,4,0,933000,NA,2013,NA,6.1,11.5,0.4,16,0.5,0.2,0.3,1.09,1100000,2030000,661,15.2,NrlyLvl,1578000,1950000,1660000,1263000
1131,NA,2,burwood,3125,20150704,WkEnd,SDay,WrkngDy,sold,Hse,3,1,3,55,39,43,N,N,Y,N,108.5,116.5,858,1980,1,0,NA,NA,NA,NA,7.3,10.6,0,17,2.5,0.7,1.7,1.04,1510000,2010000,857,NA,GntlyInclnd,1458333,1240000,1730000,1300000
1132,NA,5,burwood,3125,20150613,WkEnd,SDay,WrkngDy,sold,Hse,3,2,1,41,64,76,N,N,Y,N,108.5,116.5,697,1960,4,0,889000,NA,2014,NA,6,18.2,0,17.1,0.9,0.3,2.4,1.49,1370000,1830000,696,15.2,GntlyInclnd,1614333,1730000,1340000,1300000
1133,NA,1,burwood,3125,20150530,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,52,19,38,Y,N,Y,Y,108.5,116.5,369,2005,2,0,560000,NA,2005,NA,11,17.3,0,19.1,2.2,0.4,4.5,0.47,1120000,1510000,369,NA,GntlyInclnd,1400033,985000,1460000,1271000
